Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario82,0,0,1.25907502046698,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario83,0,0,-2.62773813689864,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario84,0,0,-2.62773813689864,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario85,0,0,-0.666322026619869,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario86,0,0,1.99146909868465,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
scenario87,0,0,-0.666322026619869,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,-1.26632415443123
scenario88,0,0,1.25907502046698,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,1.17630343737262
scenario89,0,0,-2.62773813689864,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,0.090020717058609
scenario90,0,0,0.407343419563202,0,0,0,0,0,0,0.09002071705861,1.17630343737262,1.17630343737262,-1.26632415443123
scenario91,0,0,-0.666322026619869,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,0.090020717058609
scenario92,0,0,0.407343419563202,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,-1.26632415443123
scenario93,0,0,1.99146909868465,0,0,0,0,0,0,0.09002071705861,-1.26632415443124,1.17630343737262,-1.26632415443123
scenario94,0,0,1.25907502046698,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,0.09002071705861,1.17630343737262
scenario95,0,0,0.407343419563202,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,-1.26632415443124,0.090020717058609
scenario96,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,1.17630343737262
scenario97,0,0,1.25907502046698,0,0,0,0,0,0,-1.26632415443124,1.17630343737262,0.09002071705861,1.17630343737262
scenario98,0,0,1.25907502046698,0,0,0,0,0,0,1.17630343737262,0.0900207170586095,-1.26632415443124,0.090020717058609
scenario99,0,0,-2.62773813689864,0,0,0,0,0,0,1.17630343737262,-1.26632415443124,0.09002071705861,-1.26632415443123
scenario100,0,0,0.407343419563202,0,0,0,0,0,0,0.09002071705861,1.17630343737262,-1.26632415443124,1.17630343737262
scenario101,0,0,1.99146909868465,0,0,0,0,0,0,-1.26632415443124,0.0900207170586095,1.17630343737262,0.090020717058609
scenario102,0,0,1.25907502046698,0,0,0,0,0,0,0.09002071705861,1.17630343737262,1.17630343737262,-1.26632415443123
